Item;Category;Price;City;Region;Country
Deluxe topping pizza;Frozen; 1.99;Molodesjnaja;Enderby Land;Antarctica
Peppers, green only;Produce; 1.39;Cattaraugus;New York;United States
Single serve fruit/gel bowls;Canned; 1.39;Scarborough;Tobago;Trinidad and Tobago
Orange juice, not from concentrate;Dairy; 1.99;Cologne;Nordrhein-Westfalen;Germany
Sweetener packets;Baking; 1.49;Tokyo;Tokyo;Japan
Snack crackers (ritz);Snack; 1.29;Vienna;Georgia;United States
Snack crackers (ritz);Snack; 1.29;Greymouth;West Coast;New Zealand
Cinnamon Grahams;Snack; 0.99;Hawkinsville;Georgia;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Franklin Springs;New York;United States
Butter;Dairy; 1.99;Lone Pine;California;United States
Cheese, Colby brick;Dairy; 1.49;Amsterdam;Ohio;United States
Lettuce, iceberg;Produce; 0.89;Saratoga;North Carolina;United States
Sweetener packets;Baking; 1.49;Vienna;Georgia;United States
Orange juice, not from concentrate;Dairy; 1.99;St Andrews;Scotland;United Kingdom
Saltines;Snack; 0.69;Desmet;Idaho;United States
Orange juice, not from concentrate;Dairy; 1.99;Santiago del Estero;Santiago del Estero;Argentina
Tissues;Nonfoods; 0.89;Prudence Island;Rhode Island;United States
Lettuce, iceberg;Produce; 0.89;Byron;New York;United States
Celery;Produce; 0.99;Sliema;Malta;Malta
Potatoes, Russett;Produce; 0.89;Thousandsticks;Kentucky;United States
Texas cheese toast;Frozen; 1.49;Cattaraugus;New York;United States
Single serve peach cups;Canned; 1.39;Madrid;Distrito Capital;Colombia
Eggs, large;Dairy; 0.89;Herbster;Wisconsin;United States
Orange juice, not from concentrate;Dairy; 1.99;Davos;Graubunden;Switzerland
Wheat crackers (triscuit);Snack; 0.99;Graysville;Tennessee;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Glendale;Arizona;United States
Celery;Produce; 0.99;Roma;Texas;United States
Eggs, large;Dairy; 0.89;Malone;New York;United States
Bananas;Produce; 0.33;North Grafton;Massachusetts;United States
Wheat crackers (triscuit);Snack; 0.99;Jacksonville;Alabama;United States
Single serve fruit/gel bowls;Canned; 1.39;Finlayson;Minnesota;United States
Wheat crackers (triscuit);Snack; 0.99;Wellington;Wellington;New Zealand
Broccoli stir fry mixture;Frozen; 0.89;Stirling;Scotland;United Kingdom
Cinnamon Grahams;Snack; 0.99;Sarajevo;Federation of Bosnia and Herzegovina;Bosnia and Herzegovina
Texas cheese toast;Frozen; 1.49;Roxborough;Tobago;Trinidad and Tobago
Orange juice, not from concentrate;Dairy; 1.99;Greymouth;West Coast;New Zealand
Potatoes, Russett;Produce; 0.89;Desmet;Idaho;United States
Rye bread, seeded;Baked goods; 0.99;Glendale;Arizona;United States
Spoon size shredded wheat;Cereal; 1.69;Tornillo;Texas;United States
Orange juice, not from concentrate;Dairy; 1.99;Los Angeles;California;United States
Single serve peach cups;Canned; 1.39;Bluff City;Kansas;United States
Snack crackers (ritz);Snack; 1.29;Jacksonville;Alabama;United States
Orange juice, not from concentrate;Dairy; 1.99;Jacksonville;Alabama;United States
Beef/bean burrito;Frozen; 0.29;Paris;Arkansas;United States
Sausage, brown/serve;Frozen; 0.99;Roma;Texas;United States
Eggs, large;Dairy; 0.89;Los Angeles;California;United States
Lettuce, iceberg;Produce; 0.89;Crooks;South Dakota;United States
Tissues;Nonfoods; 0.89;Barcelona;CataluÒa;Spain
Single serve fruit/gel bowls;Canned; 1.39;Mill Creek;Oklahoma;United States
Butter;Dairy; 1.99;Kyoto;Kyoto;Japan
Texas cheese toast;Frozen; 1.49;Aalestrup;Nordjylland;Denmark
Bananas;Produce; 0.33;Gafsa;Qafsah;Tunisia
Celery;Produce; 0.99;Djerba;Madanin;Tunisia
Single serve fruit/gel bowls;Canned; 1.39;Trondheim;Sor-Trondelag;Norway
Milk, 2%;Dairy; 2.69;Helsinki;Etela-Suomen Laani;Finland
Milk, 2%;Dairy; 2.69;Tokyo;Tokyo;Japan
Sausage, brown/serve;Frozen; 0.99;West Long Branch;New Jersey;United States
Cucumber (large);Produce; 0.49;Borden;Indiana;United States
Cinnamon Grahams;Snack; 0.99;Hawkinsville;Georgia;United States
Vegetarian vegetable condensed soup;Canned; 0.43;London;Ontario;Canada
Snack crackers (ritz);Snack; 1.29;Beijing;Beijing;China
Butter;Dairy; 1.99;Graysville;Tennessee;United States
Lettuce, iceberg;Produce; 0.89;Scarborough;Tobago;Trinidad and Tobago
Sausage, brown/serve;Frozen; 0.99;Tokyo;Tokyo;Japan
Potatoes, Russett;Produce; 0.89;Beaverton;Michigan;United States
Pudding mix, choc/vanilla;Baking; 0.29;Kyoto;Kyoto;Japan
Baking soda;Baking; 0.39;North Grafton;Massachusetts;United States
Cheese, Colby brick;Dairy; 1.49;Montpellier;Languedoc-Roussillon;France
Peppers, tricolor pack;Produce; 1.99;Beaverton;Michigan;United States
Deluxe topping pizza;Frozen; 1.99;Blountsville;Alabama;United States
Texas cheese toast;Frozen; 1.49;Kent City;Michigan;United States
Cinnamon Grahams;Snack; 0.99;Blountsville;Alabama;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;New York;New York;United States
Peppers, green only;Produce; 1.39;Plymouth;Tobago;Trinidad and Tobago
Butter;Dairy; 1.99;Lone Pine;California;United States
Cinnamon Grahams;Snack; 0.99;Moscow;Moskva;Russia
Sausage, brown/serve;Frozen; 0.99;Beijing;Beijing;China
Deluxe topping pizza;Frozen; 1.99;Cogswell;North Dakota;United States
Broccoli stir fry mixture;Frozen; 0.89;Helsinki;Etela-Suomen Laani;Finland
Belmont chocolate chip cookies;Snack; 1.49;Jacksonville;Alabama;United States
Tissues;Nonfoods; 0.89;Bangkok;Krung Thep Mahanakhon;Thailand
Lite drink mix (Crystal Lite);Beverages; 1.89;Paris;Arkansas;United States
Tissues;Nonfoods; 0.89;Jose Leon Suarez;Buenos Aires;Argentina
Applesauce cups (reg/cinnamon);Canned; 0.89;Kyoto;Kyoto;Japan
Tissues;Nonfoods; 0.89;Victoria Falls;Matabeleland North;Zimbabwe
L'Oven Fresh white bread;Baked goods; 0.59;Jose Leon Suarez;Buenos Aires;Argentina
Applesauce cups (reg/cinnamon);Canned; 0.89;Chicago;Illinois;United States
Tyson roasted chicken;Meat; 3.99;Shanghai;Shanghai;China
Texas cheese toast;Frozen; 1.49;Beijing;Beijing;China
Beef/bean burrito;Frozen; 0.29;Graysville;Tennessee;United States
Tissues;Nonfoods; 0.89;Seven Rivers;Westmoreland;Jamaica
Beef/bean burrito;Frozen; 0.29;Amsterdam;Ohio;United States
Broccoli stir fry mixture;Frozen; 0.89;Meadowlands;Minnesota;United States
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Vienna;Georgia;United States
Potatoes, Russett;Produce; 0.89;Barcelona;CataluÒa;Spain
Texas cheese toast;Frozen; 1.49;Warsaw;Mazowieckie;Poland
Saltines;Snack; 0.69;Tornillo;Texas;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Venlo;Limburg;Netherlands
Rye bread, seeded;Baked goods; 0.99;Aalestrup;Nordjylland;Denmark
Applesauce cups (reg/cinnamon);Canned; 0.89;Hechi;Guangxi;China
L'Oven Fresh white bread;Baked goods; 0.59;Vienna;Georgia;United States
Cat litter, scoopable;Nonfoods; 2.99;Roxborough;Tobago;Trinidad and Tobago
Baking soda;Baking; 0.39;Roma;Texas;United States
Potatoes, Russett;Produce; 0.89;Las Vegas;Nevada;United States
Saltines;Snack; 0.69;New York;New York;United States
Cucumber (large);Produce; 0.49;Meadowlands;Minnesota;United States
Sausage, brown/serve;Frozen; 0.99;Milano;Lombardia;Italy
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Kent City;Michigan;United States
Cheese, Colby brick;Dairy; 1.49;Athens;Attiki;Greece
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Madrid;Distrito Capital;Colombia
Orange juice, not from concentrate;Dairy; 1.99;St Andrews;Scotland;United Kingdom
Cucumber (large);Produce; 0.49;Bangkok;Krung Thep Mahanakhon;Thailand
Snack crackers (ritz);Snack; 1.29;Cologne;Nordrhein-Westfalen;Germany
Wheat crackers (triscuit);Snack; 0.99;Borden;Indiana;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Madrid;Distrito Capital;Colombia
Belmont chocolate chip cookies;Snack; 1.49;Marthaville;Louisiana;United States
Milk, 2%;Dairy; 2.69;Herbster;Wisconsin;United States
Lettuce, iceberg;Produce; 0.89;Shanghai;Shanghai;China
Peppers, tricolor pack;Produce; 1.99;Graysville;Tennessee;United States
Spoon size shredded wheat;Cereal; 1.69;Jerusalem;Yerushalayim  (Jerusalem);Israel
Milk, 2%;Dairy; 2.69;Meadowlands;Minnesota;United States
Beef/bean burrito;Frozen; 0.29;London;Ontario;Canada
Single serve fruit/gel bowls;Canned; 1.39;Los Angeles;California;United States
Lettuce, iceberg;Produce; 0.89;Seven Rivers;Westmoreland;Jamaica
Single serve fruit/gel bowls;Canned; 1.39;Montpellier;Languedoc-Roussillon;France
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Houston;Ohio;United States
Butter;Dairy; 1.99;Beijing;Beijing;China
Sweetener packets;Baking; 1.49;Bangkok;Krung Thep Mahanakhon;Thailand
Applesauce cups (reg/cinnamon);Canned; 0.89;Tokyo;Tokyo;Japan
Cucumber (large);Produce; 0.49;San Francisco;California;United States
Waffles;Frozen; 0.99;Blountsville;Alabama;United States
Cinnamon Grahams;Snack; 0.99;Santa Fe;Tennessee;United States
Saltines;Snack; 0.69;Helsinki;Etela-Suomen Laani;Finland
Saltines;Snack; 0.69;Crooks;South Dakota;United States
Mushrooms;Produce; 0.99;St Andrews;Scotland;United Kingdom
Wheat crackers (triscuit);Snack; 0.99;Graysville;Tennessee;United States
Lettuce, iceberg;Produce; 0.89;Jose Leon Suarez;Buenos Aires;Argentina
Sweetener packets;Baking; 1.49;Cattaraugus;New York;United States
Belmont chocolate chip cookies;Snack; 1.49;Venlo;Limburg;Netherlands
Baking soda;Baking; 0.39;Campeche;Campeche;Mexico
Butter;Dairy; 1.99;Holguin;Holguin;Cuba
Single serve peach cups;Canned; 1.39;Hamburg;Illinois;United States
Celery;Produce; 0.99;Holguin;Holguin;Cuba
Sausage, brown/serve;Frozen; 0.99;North Grafton;Massachusetts;United States
Potatoes, Russett;Produce; 0.89;Jose Leon Suarez;Buenos Aires;Argentina
Orange juice, not from concentrate;Dairy; 1.99;Jose Leon Suarez;Buenos Aires;Argentina
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Thelma;Kentucky;United States
Potatoes, Russett;Produce; 0.89;Las Vegas;Nevada;United States
Butter;Dairy; 1.99;Paris;Ile-De-France;France
Spoon size shredded wheat;Cereal; 1.69;Byron;New York;United States
Rye bread, seeded;Baked goods; 0.99;Warsaw;Mazowieckie;Poland
Potatoes, Russett;Produce; 0.89;Lone Pine;California;United States
Rye bread, seeded;Baked goods; 0.99;West Long Branch;New Jersey;United States
Beef/bean burrito;Frozen; 0.29;Beaverton;Michigan;United States
Milk, 2%;Dairy; 2.69;Thousandsticks;Kentucky;United States
L'Oven Fresh white bread;Baked goods; 0.59;Meadowlands;Minnesota;United States
Milk, 2%;Dairy; 2.69;Rogersville;Alabama;United States
Bananas;Produce; 0.33;Barcelona;CataluÒa;Spain
Sweetener packets;Baking; 1.49;Elizabeth;New Jersey;United States
Deluxe topping pizza;Frozen; 1.99;Vest;Kentucky;United States
Spoon size shredded wheat;Cereal; 1.69;Vest;Kentucky;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Blountsville;Alabama;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Sarajevo;Federation of Bosnia and Herzegovina;Bosnia and Herzegovina
Rye bread, seeded;Baked goods; 0.99;Madrid;Distrito Capital;Colombia
Peppers, tricolor pack;Produce; 1.99;London;Ontario;Canada
Baking soda;Baking; 0.39;Paris;Arkansas;United States
Potatoes, Russett;Produce; 0.89;Greymouth;West Coast;New Zealand
Eggs, large;Dairy; 0.89;Elizabeth;New Jersey;United States
Sausage, brown/serve;Frozen; 0.99;Barcelona;CataluÒa;Spain
Snack crackers (ritz);Snack; 1.29;Eau Galle;Wisconsin;United States
Potatoes, Russett;Produce; 0.89;Cushing;Texas;United States
Milk, 2%;Dairy; 2.69;Santiago;Santiago;Dominican Republic
Lite drink mix (Crystal Lite);Beverages; 1.89;Jacksonville;Alabama;United States
Waffles;Frozen; 0.99;Greymouth;West Coast;New Zealand
Lite drink mix (Crystal Lite);Beverages; 1.89;Marthaville;Louisiana;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Wallops Island;Virginia;United States
Peppers, tricolor pack;Produce; 1.99;North Grafton;Massachusetts;United States
Butter;Dairy; 1.99;Holguin;Holguin;Cuba
Tyson roasted chicken;Meat; 3.99;London;Ontario;Canada
Orange juice, not from concentrate;Dairy; 1.99;Roma;Texas;United States
Larado paper plates;Nonfoods; 0.89;North Grafton;Massachusetts;United States
Single serve fruit/gel bowls;Canned; 1.39;Cushing;Texas;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Beijing;Beijing;China
Rye bread, seeded;Baked goods; 0.99;Meadowlands;Minnesota;United States
Snack crackers (ritz);Snack; 1.29;Santa Fe;Tennessee;United States
Pudding mix, choc/vanilla;Baking; 0.29;Mill Creek;Oklahoma;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Jacksonville;Alabama;United States
Cucumber (large);Produce; 0.49;Jerusalem;Yerushalayim  (Jerusalem);Israel
Mushrooms;Produce; 0.99;Elizabeth;New Jersey;United States
Sausage, brown/serve;Frozen; 0.99;Milano;Lombardia;Italy
Deluxe topping pizza;Frozen; 1.99;New York;New York;United States
Baking soda;Baking; 0.39;Jerusalem;Yerushalayim  (Jerusalem);Israel
Beef/bean burrito;Frozen; 0.29;Moscow;Moskva;Russia
Cat litter, scoopable;Nonfoods; 2.99;Hawkinsville;Georgia;United States
Mushrooms;Produce; 0.99;Molodesjnaja;Enderby Land;Antarctica
Lettuce, iceberg;Produce; 0.89;Wallops Island;Virginia;United States
Pudding mix, choc/vanilla;Baking; 0.29;Seven Rivers;Westmoreland;Jamaica
Belmont chocolate chip cookies;Snack; 1.49;Cologne;Nordrhein-Westfalen;Germany
Broccoli stir fry mixture;Frozen; 0.89;Victoria Falls;Matabeleland North;Zimbabwe
Single serve fruit/gel bowls;Canned; 1.39;Cushing;Texas;United States
Milk, 2%;Dairy; 2.69;Plymouth;Tobago;Trinidad and Tobago
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;North Grafton;Massachusetts;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Meadowlands;Minnesota;United States
Potatoes, Russett;Produce; 0.89;Tornillo;Texas;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Desmet;Idaho;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Trondheim;Sor-Trondelag;Norway
Lite drink mix (Crystal Lite);Beverages; 1.89;Shanghai;Shanghai;China
Baking soda;Baking; 0.39;Franklin Springs;New York;United States
Cheese, Colby brick;Dairy; 1.49;Roxborough;Tobago;Trinidad and Tobago
L'Oven Fresh white bread;Baked goods; 0.59;Kent City;Michigan;United States
Waffles;Frozen; 0.99;San Francisco;California;United States
Beef/bean burrito;Frozen; 0.29;New York;New York;United States
Butter;Dairy; 1.99;Houston;Ohio;United States
Potatoes, Russett;Produce; 0.89;Hawkinsville;Georgia;United States
Larado paper plates;Nonfoods; 0.89;Paris;Arkansas;United States
Cucumber (large);Produce; 0.49;Bluff City;Kansas;United States
Butter;Dairy; 1.99;Hamburg;Illinois;United States
Milk, 2%;Dairy; 2.69;Hamburg;Illinois;United States
Cheese, Colby brick;Dairy; 1.49;Cushing;Texas;United States
Saltines;Snack; 0.69;Kent City;Michigan;United States
Spoon size shredded wheat;Cereal; 1.69;Saratoga;North Carolina;United States
Single serve peach cups;Canned; 1.39;Vest;Kentucky;United States
Sweetener packets;Baking; 1.49;London;Ontario;Canada
Orange juice, not from concentrate;Dairy; 1.99;Houston;Ohio;United States
Single serve peach cups;Canned; 1.39;Holguin;Holguin;Cuba
Cinnamon Grahams;Snack; 0.99;Kent City;Michigan;United States
Single serve fruit/gel bowls;Canned; 1.39;Vienna;Georgia;United States
Bananas;Produce; 0.33;Borden;Indiana;United States
Bananas;Produce; 0.33;Barcelona;CataluÒa;Spain
Cucumber (large);Produce; 0.49;Paris;Arkansas;United States
Sweetener packets;Baking; 1.49;Hechi;Guangxi;China
Cat litter, scoopable;Nonfoods; 2.99;Douglas City;California;United States
Belmont chocolate chip cookies;Snack; 1.49;Venlo;Limburg;Netherlands
Mushrooms;Produce; 0.99;Venlo;Limburg;Netherlands
Baking soda;Baking; 0.39;Byron;New York;United States
Texas cheese toast;Frozen; 1.49;Santiago;Santiago;Dominican Republic
Mushrooms;Produce; 0.99;Sofia;Sofiya;Bulgaria
Orange juice, not from concentrate;Dairy; 1.99;Thousandsticks;Kentucky;United States
Lettuce, iceberg;Produce; 0.89;Jerusalem;Yerushalayim  (Jerusalem);Israel
Orange juice, not from concentrate;Dairy; 1.99;Hamburg;Arkansas;United States
Saltines;Snack; 0.69;Beaverton;Michigan;United States
Cinnamon Grahams;Snack; 0.99;Kyoto;Kyoto;Japan
Vegetarian vegetable condensed soup;Canned; 0.43;Rogersville;Alabama;United States
Cat litter, scoopable;Nonfoods; 2.99;Plymouth;Tobago;Trinidad and Tobago
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Paris;Arkansas;United States
Peppers, green only;Produce; 1.39;Port Harcourt;Rivers;Nigeria
Sausage, brown/serve;Frozen; 0.99;Hamburg;Arkansas;United States
Baking soda;Baking; 0.39;Sarajevo;Federation of Bosnia and Herzegovina;Bosnia and Herzegovina
Tyson roasted chicken;Meat; 3.99;Moscow;Moskva;Russia
Snack crackers (ritz);Snack; 1.29;Cogswell;North Dakota;United States
Celery;Produce; 0.99;Ormond Beach;Florida;United States
Pudding mix, choc/vanilla;Baking; 0.29;North Grafton;Massachusetts;United States
Cat litter, scoopable;Nonfoods; 2.99;Glendale;Arizona;United States
Single serve fruit/gel bowls;Canned; 1.39;La Rochelle;Poitou-Charentes;France
Beef/bean burrito;Frozen; 0.29;New York;New York;United States
Cucumber (large);Produce; 0.49;Madrid;Distrito Capital;Colombia
Spoon size shredded wheat;Cereal; 1.69;Molodesjnaja;Enderby Land;Antarctica
Celery;Produce; 0.99;Bangkok;Krung Thep Mahanakhon;Thailand
Orange juice, not from concentrate;Dairy; 1.99;Blountsville;Alabama;United States
Eggs, large;Dairy; 0.89;Saratoga;North Carolina;United States
Sweetener packets;Baking; 1.49;Vest;Kentucky;United States
Peppers, green only;Produce; 1.39;Tokyo;Tokyo;Japan
Vegetarian vegetable condensed soup;Canned; 0.43;Jacksonville;Alabama;United States
Cheese, Colby brick;Dairy; 1.49;Warsaw;Mazowieckie;Poland
Milk, 2%;Dairy; 2.69;Vienna;Georgia;United States
Peppers, tricolor pack;Produce; 1.99;Jacksonville;Alabama;United States
Spoon size shredded wheat;Cereal; 1.69;Molodesjnaja;Enderby Land;Antarctica
Mushrooms;Produce; 0.99;Santiago;Santiago;Dominican Republic
Peppers, tricolor pack;Produce; 1.99;Sliema;Malta;Malta
Belmont chocolate chip cookies;Snack; 1.49;Plymouth;Tobago;Trinidad and Tobago
Bananas;Produce; 0.33;Seven Rivers;Westmoreland;Jamaica
Mushrooms;Produce; 0.99;Athens;Attiki;Greece
Vegetarian vegetable condensed soup;Canned; 0.43;Hamburg;Arkansas;United States
Cheese, Colby brick;Dairy; 1.49;Hamburg;Arkansas;United States
Deluxe topping pizza;Frozen; 1.99;Beaverton;Michigan;United States
Single serve fruit/gel bowls;Canned; 1.39;Victoria Falls;Matabeleland North;Zimbabwe
Eggs, large;Dairy; 0.89;Ormond Beach;Florida;United States
Wheat crackers (triscuit);Snack; 0.99;Las Vegas;Nevada;United States
Butter;Dairy; 1.99;Shanghai;Shanghai;China
Vegetarian vegetable condensed soup;Canned; 0.43;Warsaw;Mazowieckie;Poland
Larado paper plates;Nonfoods; 0.89;Cogswell;North Dakota;United States
Butter;Dairy; 1.99;Santiago;Santiago;Dominican Republic
Applesauce cups (reg/cinnamon);Canned; 0.89;Sliema;Malta;Malta
Mushrooms;Produce; 0.99;Haslev;Vestsjalland;Denmark
Tyson roasted chicken;Meat; 3.99;Cairo;Illinois;United States
Baking soda;Baking; 0.39;Bangkok;Krung Thep Mahanakhon;Thailand
